winner,total_rounds,rounds_since_last_stuck,average_rounds_between_stuck,total_stuck_events
Player 2,29.0,17.0,17.0,1.0
Player 1,17.0,0.0,0.0,0.0
Player 2,22.0,5.0,5.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,44.0,23.0,17.0,3.0
Player 2,21.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,20.0,9.0,9.0,1.0
Player 2,21.0,0.0,0.0,0.0
Player 2,59.0,7.0,13.0,6.0
Player 2,118.0,3.0,12.857142857142858,14.0
Player 1,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,54.0,7.0,14.2,5.0
Player 2,21.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 2,34.0,9.0,13.0,3.0
Player 1,20.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,47.0,29.0,16.0,4.0
Player 1,17.0,0.0,0.0,0.0
Player 1,44.0,13.0,16.333333333333332,3.0
Player 1,19.0,1.0,1.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 2,14.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,31.0,11.0,9.0,2.0
Player 2,18.0,0.0,0.0,0.0
Player 1,27.0,29.0,29.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,30.0,23.0,23.0,1.0
Player 2,24.0,3.0,3.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 1,89.0,29.0,16.333333333333332,9.0
Player 2,20.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,79.0,17.0,15.857142857142858,7.0
Player 2,27.0,21.0,21.0,1.0
Player 1,90.0,3.0,14.0,10.0
Player 2,21.0,0.0,0.0,0.0
Player 1,60.0,25.0,17.8,5.0
Player 1,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,61.0,3.0,15.0,6.0
Player 1,36.0,23.0,17.0,2.0
Player 1,84.0,19.0,18.428571428571427,7.0
Player 1,40.0,19.0,15.0,4.0
Player 2,20.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,52.0,19.0,17.0,4.0
Player 2,18.0,3.0,3.0,1.0
Player 1,18.0,0.0,0.0,0.0
Player 1,35.0,11.0,18.0,2.0
Player 1,41.0,7.0,13.5,4.0
Player 2,49.0,7.0,13.5,4.0
Player 2,29.0,29.0,29.0,1.0
Player 2,25.0,1.0,3.0,2.0
Player 2,28.0,21.0,21.0,1.0
Player 1,34.0,5.0,13.666666666666666,3.0
Player 1,32.0,17.0,14.0,2.0
Player 2,22.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,33.0,23.0,23.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,42.0,25.0,15.666666666666666,3.0
Player 1,20.0,0.0,0.0,0.0
Player 2,25.0,7.0,6.0,2.0
Player 2,16.0,0.0,0.0,0.0
Player 1,24.0,17.0,17.0,1.0
Player 1,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,41.0,23.0,19.0,3.0
Player 1,34.0,19.0,14.333333333333334,3.0
Player 2,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,34.0,7.0,15.0,2.0
Player 2,19.0,0.0,0.0,0.0
Player 2,45.0,15.0,16.333333333333332,3.0
Player 2,18.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,36.0,9.0,12.333333333333334,3.0
Player 1,17.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,24.0,7.0,6.0,2.0
Player 2,44.0,9.0,11.5,4.0
Player 1,22.0,9.0,9.0,1.0
Player 1,50.0,21.0,13.8,5.0
Player 2,16.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,13.0,0.0,0.0,0.0
Player 1,108.0,13.0,14.23076923076923,13.0
Player 2,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,59.0,25.0,16.6,5.0
Player 1,17.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,28.0,13.0,13.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,42.0,11.0,16.333333333333332,3.0
Player 2,66.0,31.0,21.5,4.0
Player 2,46.0,5.0,16.333333333333332,3.0
Player 2,20.0,0.0,0.0,0.0
Player 1,50.0,21.0,17.5,4.0
Player 1,21.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,22.0,7.0,7.0,1.0
Player 1,25.0,15.0,15.0,1.0
Player 1,17.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,26.0,15.0,15.0,1.0
Player 1,18.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 1,36.0,11.0,12.333333333333334,3.0
Player 2,52.0,19.0,20.333333333333332,3.0
Player 2,17.0,0.0,0.0,0.0
Player 1,35.0,1.0,17.0,2.0
Player 2,23.0,19.0,19.0,1.0
Player 1,22.0,29.0,29.0,1.0
Player 1,63.0,9.0,13.0,6.0
Player 1,30.0,15.0,14.333333333333334,3.0
Player 2,18.0,0.0,0.0,0.0
Player 1,20.0,7.0,7.0,1.0
Player 1,36.0,11.0,12.333333333333334,3.0
Player 1,18.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 1,14.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,64.0,25.0,17.8,5.0
Player 2,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,30.0,13.0,12.0,2.0
Player 1,61.0,5.0,14.333333333333334,6.0
Player 1,25.0,9.0,9.0,1.0
Player 1,50.0,19.0,14.5,4.0
Player 1,18.0,0.0,0.0,0.0
Player 1,36.0,11.0,15.0,2.0
Player 2,20.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,26.0,11.0,11.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 1,20.0,9.0,9.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 1,32.0,13.0,11.0,2.0
Player 2,19.0,0.0,0.0,0.0
Player 1,43.0,17.0,14.0,4.0
Player 1,21.0,0.0,0.0,0.0
Player 2,35.0,25.0,13.0,2.0
Player 1,19.0,0.0,0.0,0.0
Player 1,87.0,19.0,17.5,8.0
Player 2,33.0,9.0,11.666666666666666,3.0
Player 1,21.0,0.0,0.0,0.0
Player 1,37.0,7.0,11.0,4.0
Player 2,16.0,0.0,0.0,0.0
Player 2,27.0,15.0,15.0,1.0
Player 1,128.0,25.0,15.142857142857142,14.0
Player 2,21.0,0.0,0.0,0.0
Player 1,37.0,23.0,16.0,2.0
Player 1,66.0,7.0,15.0,6.0
Player 1,54.0,21.0,15.5,4.0
Player 2,37.0,33.0,18.0,2.0
Player 1,17.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,36.0,5.0,9.4,5.0
Player 1,23.0,13.0,13.0,1.0
Player 2,21.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,49.0,21.0,17.666666666666668,3.0
Player 2,27.0,21.0,21.0,1.0
Player 1,17.0,0.0,0.0,0.0
Player 2,22.0,3.0,3.0,1.0
Player 2,21.0,9.0,9.0,1.0
Player 2,21.0,0.0,0.0,0.0
Player 1,35.0,21.0,16.333333333333332,3.0
Player 2,16.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,40.0,11.0,15.0,3.0
Player 2,21.0,0.0,0.0,0.0
Player 1,31.0,23.0,23.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,65.0,5.0,17.0,5.0
Player 1,18.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,48.0,3.0,11.8,5.0
Player 1,15.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,38.0,11.0,13.666666666666666,3.0
Player 1,15.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,72.0,15.0,13.285714285714286,7.0
Player 1,44.0,23.0,15.5,4.0
Player 2,17.0,0.0,0.0,0.0
Player 1,23.0,3.0,3.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,49.0,11.0,13.8,5.0
Player 2,29.0,17.0,17.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 1,31.0,25.0,25.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,66.0,13.0,16.666666666666668,6.0
Player 2,20.0,11.0,11.0,1.0
Player 2,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 1,34.0,27.0,15.666666666666666,3.0
Player 2,21.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,23.0,3.0,3.0,1.0
Player 1,20.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,66.0,3.0,13.571428571428571,7.0
Player 2,27.0,23.0,23.0,1.0
Player 1,39.0,21.0,11.0,3.0
Player 1,27.0,31.0,18.0,2.0
Player 2,18.0,0.0,0.0,0.0
Player 2,19.0,1.0,1.0,1.0
Player 1,18.0,0.0,0.0,0.0
Player 1,29.0,19.0,19.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,37.0,9.0,11.666666666666666,3.0
Player 2,20.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,56.0,23.0,21.0,4.0
Player 1,41.0,13.0,20.0,2.0
Player 1,20.0,0.0,0.0,0.0
Player 2,52.0,23.0,15.5,4.0
Player 1,18.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 2,36.0,21.0,16.0,2.0
Player 2,16.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,47.0,13.0,18.0,4.0
Player 1,17.0,0.0,0.0,0.0
Player 2,20.0,9.0,9.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,34.0,25.0,15.0,3.0
Player 1,19.0,0.0,0.0,0.0
Player 1,12.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,40.0,1.0,9.0,5.0
Player 1,12.0,0.0,0.0,0.0
Player 2,55.0,31.0,16.5,4.0
Player 1,16.0,7.0,7.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 2,40.0,21.0,12.333333333333334,3.0
Player 2,18.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,27.0,9.0,11.0,2.0
Player 2,98.0,23.0,14.4,10.0
Player 1,28.0,21.0,12.333333333333334,3.0
Player 2,21.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,40.0,17.0,17.0,3.0
Player 1,18.0,0.0,0.0,0.0
Player 2,24.0,7.0,7.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,29.0,21.0,21.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 1,42.0,19.0,17.0,3.0
Player 2,22.0,0.0,0.0,0.0
Player 1,44.0,11.0,14.333333333333334,3.0
Player 1,16.0,7.0,7.0,1.0
Player 1,22.0,27.0,27.0,1.0
Player 1,13.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,36.0,13.0,17.0,2.0
Player 2,21.0,0.0,0.0,0.0
Player 1,86.0,29.0,18.142857142857142,7.0
Player 1,23.0,11.0,15.0,2.0
Player 1,42.0,3.0,16.333333333333332,3.0
Player 2,19.0,0.0,0.0,0.0
Player 2,40.0,13.0,15.666666666666666,3.0
Player 1,46.0,13.0,19.0,3.0
Player 1,30.0,5.0,7.666666666666667,3.0
Player 1,32.0,5.0,11.666666666666666,3.0
Player 1,20.0,7.0,7.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,57.0,7.0,14.333333333333334,6.0
Player 1,43.0,25.0,13.666666666666666,3.0
Player 1,22.0,25.0,25.0,1.0
Player 1,27.0,11.0,13.0,2.0
Player 1,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,20.0,17.0,17.0,1.0
Player 2,69.0,17.0,16.333333333333332,6.0
Player 2,16.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 1,74.0,3.0,18.666666666666668,6.0
Player 1,31.0,15.0,13.666666666666666,3.0
Player 2,19.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,40.0,13.0,14.0,4.0
Player 1,18.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,33.0,23.0,14.0,2.0
Player 2,22.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,27.0,15.0,18.0,2.0
Player 1,72.0,1.0,18.0,6.0
Player 2,16.0,0.0,0.0,0.0
Player 1,39.0,27.0,11.666666666666666,3.0
Player 1,21.0,17.0,17.0,1.0
Player 2,21.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,55.0,27.0,18.0,4.0
Player 1,27.0,21.0,21.0,1.0
Player 2,20.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,40.0,3.0,12.333333333333334,3.0
Player 2,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,135.0,19.0,14.733333333333333,15.0
Player 1,18.0,0.0,0.0,0.0
Player 1,37.0,11.0,13.666666666666666,3.0
Player 2,18.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 2,13.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,58.0,25.0,16.0,6.0
Player 2,17.0,0.0,0.0,0.0
Player 2,17.0,0.0,0.0,0.0
Player 2,30.0,17.0,9.0,2.0
Player 1,71.0,5.0,14.142857142857142,7.0
Player 2,20.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,18.0,1.0,1.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 1,22.0,3.0,3.0,1.0
Player 1,26.0,21.0,21.0,1.0
Player 1,23.0,5.0,5.0,1.0
Player 2,32.0,15.0,16.0,2.0
Player 1,25.0,17.0,17.0,1.0
Player 2,21.0,0.0,0.0,0.0
Player 1,74.0,3.0,13.0,8.0
Player 2,20.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 2,22.0,7.0,5.0,2.0
Player 1,54.0,13.0,13.4,5.0
Player 1,15.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,65.0,1.0,16.6,5.0
Player 2,21.0,0.0,0.0,0.0
Player 2,29.0,25.0,25.0,1.0
Player 1,68.0,19.0,17.666666666666668,6.0
Player 2,17.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,53.0,11.0,15.4,5.0
Player 1,18.0,0.0,0.0,0.0
Player 2,29.0,5.0,12.0,2.0
Player 1,39.0,7.0,12.0,4.0
Player 2,18.0,0.0,0.0,0.0
Player 1,30.0,19.0,16.0,2.0
Player 2,19.0,0.0,0.0,0.0
Player 1,57.0,7.0,15.4,5.0
Player 1,40.0,27.0,19.666666666666668,3.0
Player 1,43.0,3.0,9.4,5.0
Player 2,33.0,11.0,10.0,2.0
Player 1,45.0,15.0,11.4,5.0
Player 2,20.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,25.0,9.0,9.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,30.0,3.0,14.0,2.0
Player 1,17.0,0.0,0.0,0.0
Player 1,24.0,15.0,15.0,1.0
Player 1,66.0,15.0,14.25,8.0
Player 1,21.0,0.0,0.0,0.0
Player 1,24.0,13.0,13.0,1.0
Player 2,15.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,41.0,25.0,17.0,3.0
Player 1,21.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,39.0,7.0,12.333333333333334,3.0
Player 1,39.0,31.0,19.666666666666668,3.0
Player 1,18.0,0.0,0.0,0.0
Player 1,56.0,23.0,16.5,4.0
Player 2,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,74.0,9.0,14.75,8.0
Player 2,20.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,48.0,25.0,13.5,4.0
Player 1,27.0,27.0,27.0,1.0
Player 2,34.0,13.0,16.0,2.0
Player 2,29.0,15.0,15.0,1.0
Player 1,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,56.0,7.0,11.571428571428571,7.0
Player 1,33.0,23.0,23.0,1.0
Player 1,16.0,0.0,0.0,0.0
Player 1,27.0,7.0,9.0,2.0
Player 1,40.0,21.0,17.0,3.0
Player 1,18.0,1.0,1.0,1.0
Player 1,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,47.0,19.0,14.5,4.0
Player 1,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,106.0,11.0,14.636363636363637,11.0
Player 2,17.0,0.0,0.0,0.0
Player 2,29.0,1.0,12.0,2.0
Player 1,17.0,0.0,0.0,0.0
Player 1,37.0,11.0,20.0,2.0
Player 1,38.0,9.0,13.666666666666666,3.0
Player 2,21.0,0.0,0.0,0.0
Player 1,111.0,3.0,13.923076923076923,13.0
Player 1,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,16.0,0.0,0.0,0.0
Player 1,15.0,0.0,0.0,0.0
Player 1,30.0,27.0,14.0,2.0
Player 1,14.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,14.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 1,39.0,7.0,11.666666666666666,3.0
Player 2,22.0,0.0,0.0,0.0
Player 1,30.0,27.0,27.0,1.0
Player 1,33.0,7.0,13.666666666666666,3.0
Player 2,33.0,5.0,14.0,2.0
Player 1,16.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 2,22.0,7.0,7.0,1.0
Player 1,17.0,0.0,0.0,0.0
Player 2,37.0,25.0,13.0,3.0
Player 1,17.0,0.0,0.0,0.0
Player 1,60.0,7.0,13.666666666666666,6.0
Player 1,29.0,1.0,7.5,4.0
Player 2,21.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 1,40.0,5.0,11.5,4.0
Player 1,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,39.0,13.0,17.0,2.0
Player 1,53.0,7.0,17.5,4.0
Player 2,42.0,23.0,15.666666666666666,3.0
Player 1,45.0,23.0,24.0,2.0
Player 2,23.0,3.0,3.0,1.0
Player 1,18.0,0.0,0.0,0.0
Player 1,42.0,19.0,18.333333333333332,3.0
Player 1,17.0,0.0,0.0,0.0
Player 1,51.0,15.0,15.5,4.0
Player 1,44.0,7.0,13.5,4.0
Player 1,17.0,0.0,0.0,0.0
Player 1,31.0,27.0,17.0,2.0
Player 1,44.0,19.0,17.0,3.0
Player 2,21.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 2,32.0,5.0,16.0,2.0
Player 1,81.0,23.0,19.0,6.0
Player 1,18.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 1,22.0,17.0,17.0,1.0
Player 2,26.0,9.0,10.0,2.0
Player 2,18.0,0.0,0.0,0.0
Player 1,59.0,11.0,19.4,5.0
Player 1,17.0,0.0,0.0,0.0
Player 1,34.0,25.0,17.0,2.0
Player 2,21.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,31.0,29.0,15.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 1,33.0,17.0,15.0,3.0
Player 2,59.0,15.0,18.0,4.0
Player 1,22.0,5.0,6.0,2.0
Player 2,17.0,0.0,0.0,0.0
Player 2,18.0,3.0,3.0,1.0
Player 1,20.0,0.0,0.0,0.0
Player 1,34.0,17.0,12.333333333333334,3.0
Player 1,19.0,7.0,7.0,1.0
Player 2,17.0,0.0,0.0,0.0
Player 2,54.0,7.0,13.4,5.0
Player 2,65.0,7.0,13.666666666666666,6.0
Player 1,64.0,1.0,12.428571428571429,7.0
Player 2,21.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,43.0,9.0,16.333333333333332,3.0
Player 1,46.0,15.0,16.333333333333332,3.0
Player 2,17.0,0.0,0.0,0.0
Player 2,34.0,7.0,12.333333333333334,3.0
Player 1,54.0,17.0,19.0,4.0
Player 1,20.0,0.0,0.0,0.0
Player 2,20.0,0.0,0.0,0.0
Player 1,35.0,7.0,9.5,4.0
Player 1,38.0,15.0,15.666666666666666,3.0
Player 2,19.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,36.0,7.0,15.0,2.0
Player 2,18.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,19.0,13.0,13.0,1.0
Player 1,47.0,21.0,17.0,4.0
Player 1,51.0,5.0,16.0,4.0
Player 1,16.0,0.0,0.0,0.0
Player 1,17.0,0.0,0.0,0.0
Player 2,40.0,15.0,11.0,4.0
Player 1,59.0,25.0,16.6,5.0
Player 1,21.0,0.0,0.0,0.0
Player 1,35.0,21.0,13.666666666666666,3.0
Player 2,20.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,17.0,7.0,7.0,1.0
Player 2,19.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,27.0,31.0,31.0,1.0
Player 2,21.0,0.0,0.0,0.0
Player 1,16.0,0.0,0.0,0.0
Player 1,45.0,29.0,17.0,4.0
Player 2,18.0,0.0,0.0,0.0
Player 2,19.0,5.0,5.0,1.0
Player 2,22.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 2,22.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,34.0,7.0,20.0,2.0
Player 1,21.0,0.0,0.0,0.0
Player 2,19.0,0.0,0.0,0.0
Player 1,18.0,0.0,0.0,0.0
Player 1,13.0,0.0,0.0,0.0
Player 1,24.0,21.0,21.0,1.0
Player 2,18.0,0.0,0.0,0.0
Player 2,32.0,25.0,25.0,1.0
Player 2,30.0,17.0,11.0,2.0
Player 1,57.0,23.0,15.4,5.0
Player 2,18.0,0.0,0.0,0.0
Player 1,71.0,7.0,17.0,7.0
Player 1,21.0,0.0,0.0,0.0
Player 1,41.0,15.0,16.333333333333332,3.0
Player 2,14.0,0.0,0.0,0.0
Player 1,21.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,57.0,7.0,14.2,5.0
Player 1,31.0,29.0,29.0,1.0
Player 1,18.0,0.0,0.0,0.0
Player 1,19.0,0.0,0.0,0.0
Player 2,15.0,0.0,0.0,0.0
Player 2,18.0,0.0,0.0,0.0
Player 1,18.0,7.0,7.0,1.0
Player 2,32.0,17.0,15.0,2.0
Player 2,42.0,11.0,15.666666666666666,3.0
Player 2,18.0,0.0,0.0,0.0
Player 1,46.0,13.0,18.0,4.0
Player 1,35.0,29.0,29.0,1.0
Player 1,77.0,3.0,13.444444444444445,9.0
Player 2,67.0,17.0,14.428571428571429,7.0
Player 1,48.0,7.0,10.6,5.0
Player 1,48.0,13.0,15.4,5.0
Player 1,35.0,13.0,13.0,4.0
Player 2,22.0,5.0,5.0,1.0
Player 1,16.0,0.0,0.0,0.0
Player 1,36.0,21.0,17.0,2.0
Player 2,21.0,0.0,0.0,0.0
Player 1,41.0,17.0,13.5,4.0
Player 1,20.0,0.0,0.0,0.0
Player 2,21.0,0.0,0.0,0.0
Player 1,20.0,0.0,0.0,0.0
Player 1,55.0,27.0,15.4,5.0
Player 1,23.0,5.0,5.0,1.0
Player 1,79.0,11.0,14.75,8.0
Player 1,19.0,0.0,0.0,0.0
